S22x5/01-0.9,-15.021
S22x5/01-1.0,-16.371
S22x5/01-1.2,-13.301
S22x5/01-1.5,-7.434
S22x5/01-2.0,-2.592
S22x5/02-0.9,-7.991
S22x5/02-1.0,-12.225
S22x5/02-1.2,-8.232
S22x5/02-1.5,-3.246
S22x5/02-2.0,-0.923
S22x5/03-0.9,-2.410
S22x5/03-1.0,-3.142
S22x5/03-1.2,-2.363
S22x5/03-1.5,-1.113
S22x5/03-2.0,-0.355
S22x5/04-0.9,-4.319
S22x5/04-1.0,-4.974
S22x5/04-1.2,-4.044
S22x5/04-1.5,-2.294
S22x5/04-2.0,-0.961
S22x5/05-0.9,-0.337
S22x5/05-1.0,-0.529
S22x5/05-1.2,-0.249
S22x5/05-1.5,-0.062
S22x5/05-2.0,-0.010
S22x5/06-0.9,-0.681
S22x5/06-1.0,-1.484
S22x5/06-1.2,-0.810
S22x5/06-1.5,-0.203
S22x5/06-2.0,-0.029
S22x5/07-0.9,-1.174
S22x5/07-1.0,-1.492
S22x5/07-1.2,-1.084
S22x5/07-1.5,-0.488
S22x5/07-2.0,-0.147
S22x5/08-0.9,-16.337
S22x5/08-1.0,-18.586
S22x5/08-1.2,-15.624
S22x5/08-1.5,-9.236
S22x5/08-2.0,-3.635
S22x5/09-0.9,-14.141
S22x5/09-1.0,-15.947
S22x5/09-1.2,-13.396
S22x5/09-1.5,-8.104
S22x5/09-2.0,-3.514
S22x5/10-0.9,-3.007
S22x5/10-1.0,-3.274
S22x5/10-1.2,-2.471
S22x5/10-1.5,-1.298
S22x5/10-2.0,-0.494
S22x5/11-0.9,-2.040
S22x5/11-1.0,-2.348
S22x5/11-1.2,-1.746
S22x5/11-1.5,-0.848
S22x5/11-2.0,-0.277
S22x5/12-0.9,-1.088
S22x5/12-1.0,-1.495
S22x5/12-1.2,-1.128
S22x5/12-1.5,-0.484
S22x5/12-2.0,-0.122
S22x5/13-0.9,-2.204
S22x5/13-1.0,-2.797
S22x5/13-1.2,-2.246
S22x5/13-1.5,-1.115
S22x5/13-2.0,-0.353
S22x5/14-0.9,-0.148
S22x5/14-1.0,-2.807
S22x5/14-1.2,-1.917
S22x5/14-1.5,-0.529
S22x5/14-2.0,-0.073
S22x5/15-0.9,-4.995
S22x5/15-1.0,-5.736
S22x5/15-1.2,-4.877
S22x5/15-1.5,-2.802
S22x5/15-2.0,-1.105
S22x5/16-0.9,-1.429
S22x5/16-1.0,-4.682
S22x5/16-1.2,-3.312
S22x5/16-1.5,-0.978
S22x5/16-2.0,-0.086
S22x5/17-0.9,-1.686
S22x5/17-1.0,-4.509
S22x5/17-1.2,-3.021
S22x5/17-1.5,-0.982
S22x5/17-2.0,-0.188
S22x5/18-0.9,-15.126
S22x5/18-1.0,-16.702
S22x5/18-1.2,-13.927
S22x5/18-1.5,-8.175
S22x5/18-2.0,-3.258
S22x5/19-0.9,-6.422
S22x5/19-1.0,-7.048
S22x5/19-1.2,-5.787
S22x5/19-1.5,-3.407
S22x5/19-2.0,-1.379
S22x5/20-0.9,-6.763
S22x5/20-1.0,-9.867
S22x5/20-1.2,-6.258
S22x5/20-1.5,-2.421
S22x5/20-2.0,-0.695
S22x5/21-0.9,-18.729
S22x5/21-1.0,-20.460
S22x5/21-1.2,-17.158
S22x5/21-1.5,-10.462
S22x5/21-2.0,-4.585
S22x5/22-0.9,-4.018
S22x5/22-1.0,-4.520
S22x5/22-1.2,-3.677
S22x5/22-1.5,-2.089
S22x5/22-2.0,-0.849
S66x8/01-090,-4.570
S66x8/01-095,-4.880
S66x8/01-100,-4.890
S66x8/01-105,-4.720
S66x8/01-110,-4.450
S66x8/01-125,-3.460
S66x8/01-150,-2.110
S66x8/01-200,-0.870
S66x8/02-090,-5.190
S66x8/02-095,-5.550
S66x8/02-100,-5.570
S66x8/02-105,-5.380
S66x8/02-110,-5.080
S66x8/02-125,-3.940
S66x8/02-150,-2.390
S66x8/02-200,-0.950
S66x8/03-090,-6.490
S66x8/03-095,-6.870
S66x8/03-100,-6.880
S66x8/03-105,-6.650
S66x8/03-110,-6.280
S66x8/03-125,-4.920
S66x8/03-150,-2.980
S66x8/03-200,-1.140
S66x8/04-090,-7.630
S66x8/04-095,-8.060
S66x8/04-100,-8.080
S66x8/04-105,-7.840
S66x8/04-110,-7.460
S66x8/04-125,-5.990
S66x8/04-150,-3.830
S66x8/04-200,-1.440
S66x8/05-090,-5.280
S66x8/05-095,-5.690
S66x8/05-100,-5.750
S66x8/05-105,-5.580
S66x8/05-110,-5.280
S66x8/05-125,-4.140
S66x8/05-150,-2.520
S66x8/05-200,-1.010
S66x8/06-090,-6.970
S66x8/06-095,-7.470
S66x8/06-100,-7.540
S66x8/06-105,-7.340
S66x8/06-110,-6.970
S66x8/06-125,-5.500
S66x8/06-150,-3.350
S66x8/06-200,-1.270
S66x8/07-090,-7.630
S66x8/07-095,-8.140
S66x8/07-100,-8.220
S66x8/07-105,-8.020
S66x8/07-110,-7.660
S66x8/07-125,-6.180
S66x8/07-150,-3.650
S66x8/07-200,-1.100
S66x8/08-090,-4.590
S66x8/08-095,-4.950
S66x8/08-100,-5.000
S66x8/08-105,-4.850
S66x8/08-110,-4.590
S66x8/08-125,-3.590
S66x8/08-150,-2.200
S66x8/08-200,-0.910
S66x8/09-090,-2.810
S66x8/09-095,-3.040
S66x8/09-100,-3.040
S66x8/09-105,-2.900
S66x8/09-110,-2.690
S66x8/09-125,-1.980
S66x8/09-150,-1.100
S66x8/09-200,-0.390
S66x8/10-090,-3.700
S66x8/10-095,-4.090
S66x8/10-100,-4.150
S66x8/10-105,-4.010
S66x8/10-110,-3.750
S66x8/10-125,-2.790
S66x8/10-150,-1.310
S66x8/10-200,-0.390
S66x8/11-090,-4.950
S66x8/11-095,-5.360
S66x8/11-100,-5.410
S66x8/11-105,-5.240
S66x8/11-110,-4.940
S66x8/11-125,-3.210
S66x8/11-150,-1.400
S66x8/11-200,-0.460
S66x8/12-090,-6.750
S66x8/12-095,-7.200
S66x8/12-100,-7.250
S66x8/12-105,-7.030
S66x8/12-110,-6.660
S66x8/12-125,-5.220
S66x8/12-150,-3.150
S66x8/12-200,-1.200
S66x8/13-090,-5.670
S66x8/13-095,-6.110
S66x8/13-100,-6.180
S66x8/13-105,-6.030
S66x8/13-110,-5.740
S66x8/13-125,-4.600
S66x8/13-150,-2.950
S66x8/13-200,-1.300
S66x8/14-090,-6.810
S66x8/14-095,-7.340
S66x8/14-100,-7.450
S66x8/14-105,-7.290
S66x8/14-110,-6.970
S66x8/14-125,-5.610
S66x8/14-150,-3.550
S66x8/14-200,-1.490
S66x8/15-090,-8.020
S66x8/15-095,-8.530
S66x8/15-100,-8.620
S66x8/15-105,-8.450
S66x8/15-110,-8.100
S66x8/15-125,-6.660
S66x8/15-150,-4.420
S66x8/15-200,-1.770
S66x8/16-090,-4.700
S66x8/16-095,-5.060
S66x8/16-100,-5.120
S66x8/16-105,-4.980
S66x8/16-110,-4.740
S66x8/16-125,-3.790
S66x8/16-150,-2.450
S66x8/16-200,-1.130
S66x8/17-090,-15.700
S66x8/17-095,-16.900
S66x8/17-100,-17.180
S66x8/17-105,-16.860
S66x8/17-110,-16.170
S66x8/17-125,-13.150
S66x8/17-150,-8.350
S66x8/17-200,-3.330
S66x8/18-090,-6.390
S66x8/18-095,-6.800
S66x8/18-100,-6.830
S66x8/18-105,-6.620
S66x8/18-110,-6.270
S66x8/18-125,-4.930
S66x8/18-150,-3.010
S66x8/18-200,-1.190
S66x8/19-090,-6.780
S66x8/19-095,-7.310
S66x8/19-100,-7.400
S66x8/19-105,-7.230
S66x8/19-110,-6.880
S66x8/19-125,-5.480
S66x8/19-150,-3.380
S66x8/19-200,-1.330
S66x8/20-090,-17.450
S66x8/20-095,-18.790
S66x8/20-100,-19.090
S66x8/20-105,-18.720
S66x8/20-110,-17.940
S66x8/20-125,-14.560
S66x8/20-150,-9.210
S66x8/20-200,-3.590
S66x8/21-090,-14.930
S66x8/21-095,-16.030
S66x8/21-100,-16.260
S66x8/21-105,-15.940
S66x8/21-110,-15.260
S66x8/21-125,-12.420
S66x8/21-150,-8.000
S66x8/21-200,-3.000
S66x8/22-090,-17.900
S66x8/22-095,-19.190
S66x8/22-100,-19.490
S66x8/22-105,-19.150
S66x8/22-110,-18.410
S66x8/22-125,-15.140
S66x8/22-150,-9.860
S66x8/22-200,-4.150
S66x8/23-090,-17.700
S66x8/23-095,-18.890
S66x8/23-100,-19.190
S66x8/23-105,-18.900
S66x8/23-110,-18.220
S66x8/23-125,-15.210
S66x8/23-150,-10.230
S66x8/23-200,-4.650
S66x8/24-090,-0.230
S66x8/24-095,-2.070
S66x8/24-100,-2.740
S66x8/24-105,-2.800
S66x8/24-110,-2.580
S66x8/24-125,-1.540
S66x8/24-150,-0.490
S66x8/24-200,-0.060
S66x8/25-090,-1.320
S66x8/25-095,-3.170
S66x8/25-100,-3.830
S66x8/25-105,-3.860
S66x8/25-110,-3.580
S66x8/25-125,-2.360
S66x8/25-150,-0.960
S66x8/25-200,-0.240
S66x8/26-090,-7.860
S66x8/26-095,-9.500
S66x8/26-100,-9.820
S66x8/26-105,-9.430
S66x8/26-110,-8.690
S66x8/26-125,-6.070
S66x8/26-150,-3.100
S66x8/26-200,-0.990
S66x8/27-090,-0.730
S66x8/27-095,-2.690
S66x8/27-100,-3.370
S66x8/27-105,-3.400
S66x8/27-110,-3.130
S66x8/27-125,-1.970
S66x8/27-150,-0.720
S66x8/27-200,-0.150
S66x8/28-090,-3.530
S66x8/28-095,-5.220
S66x8/28-100,-5.710
S66x8/28-105,-5.550
S66x8/28-110,-5.080
S66x8/28-125,-3.290
S66x8/28-150,-1.360
S66x8/28-200,-0.250
S66x8/29-090,-3.740
S66x8/29-095,-6.170
S66x8/29-100,-6.810
S66x8/29-105,-6.580
S66x8/29-110,-5.970
S66x8/29-125,-3.870
S66x8/29-150,-1.780
S66x8/29-200,-0.530
S66x8/30-090,-0.260
S66x8/30-095,-1.130
S66x8/30-100,-1.410
S66x8/30-105,-1.400
S66x8/30-110,-1.260
S66x8/30-125,-0.690
S66x8/30-150,-0.170
S66x8/30-200,-0.010
S66x8/31-090,-2.570
S66x8/31-095,-3.240
S66x8/31-100,-3.380
S66x8/31-105,-3.240
S66x8/31-110,-2.960
S66x8/31-125,-1.990
S66x8/31-150,-0.930
S66x8/31-200,-0.250
S66x8/32-090,-2.790
S66x8/32-095,-3.560
S66x8/32-100,-3.740
S66x8/32-105,-3.590
S66x8/32-110,-3.290
S66x8/32-125,-2.230
S66x8/32-150,-1.040
S66x8/32-200,-0.270
S66x8/33-090,-0.890
S66x8/33-095,-1.620
S66x8/33-100,-1.860
S66x8/33-105,-1.830
S66x8/33-110,-1.670
S66x8/33-125,-1.030
S66x8/33-150,-0.370
S66x8/33-200,-0.050
S66x8/34-090,-2.860
S66x8/34-095,-3.620
S66x8/34-100,-3.770
S66x8/34-105,-3.610
S66x8/34-110,-3.300
S66x8/34-125,-2.240
S66x8/34-150,-1.050
S66x8/34-200,-0.270
S66x8/35-090,-1.850
S66x8/35-095,-2.490
S66x8/35-100,-2.610
S66x8/35-105,-2.480
S66x8/35-110,-2.250
S66x8/35-125,-1.500
S66x8/35-150,-0.700
S66x8/35-200,-0.180
S66x8/36-090,-1.450
S66x8/36-095,-1.740
S66x8/36-100,-1.770
S66x8/36-105,-1.680
S66x8/36-110,-1.540
S66x8/36-125,-1.050
S66x8/36-150,-0.500
S66x8/36-200,-0.140
S66x8/37-090,-1.610
S66x8/37-095,-2.250
S66x8/37-100,-2.410
S66x8/37-105,-2.330
S66x8/37-110,-2.140
S66x8/37-125,-1.470
S66x8/37-150,-0.710
S66x8/37-200,-0.190
S66x8/38-090,-2.240
S66x8/38-095,-2.840
S66x8/38-100,-3.000
S66x8/38-105,-2.860
S66x8/38-110,-2.600
S66x8/38-125,-1.710
S66x8/38-150,-0.790
S66x8/38-200,-0.200
S66x8/39-090,-2.160
S66x8/39-095,-3.240
S66x8/39-100,-3.570
S66x8/39-105,-3.470
S66x8/39-110,-3.170
S66x8/39-125,-2.070
S66x8/39-150,-0.900
S66x8/39-200,-0.190
S66x8/40-090,-1.860
S66x8/40-095,-2.680
S66x8/40-100,-2.890
S66x8/40-105,-2.800
S66x8/40-110,-2.570
S66x8/40-125,-1.700
S66x8/40-150,-0.770
S66x8/40-200,-0.190
S66x8/41-090,-3.830
S66x8/41-095,-4.690
S66x8/41-100,-4.840
S66x8/41-105,-4.600
S66x8/41-110,-4.080
S66x8/41-125,-2.440
S66x8/41-150,-0.980
S66x8/41-200,-0.210
S66x8/42-090,-3.050
S66x8/42-095,-3.970
S66x8/42-100,-4.130
S66x8/42-105,-3.920
S66x8/42-110,-3.540
S66x8/42-125,-2.290
S66x8/42-150,-1.020
S66x8/42-200,-0.250
S66x8/43-090,-2.870
S66x8/43-095,-3.600
S66x8/43-100,-3.700
S66x8/43-105,-3.490
S66x8/43-110,-3.150
S66x8/43-125,-2.050
S66x8/43-150,-0.920
S66x8/43-200,-0.230
S66x8/44-090,-1.660
S66x8/44-095,-1.970
S66x8/44-100,-1.990
S66x8/44-105,-1.860
S66x8/44-110,-1.670
S66x8/44-125,-1.090
S66x8/44-150,-0.490
S66x8/44-200,-0.120
S66x8/45-090,-1.130
S66x8/45-095,-1.630
S66x8/45-100,-1.750
S66x8/45-105,-1.680
S66x8/45-110,-1.520
S66x8/45-125,-0.980
S66x8/45-150,-0.420
S66x8/45-200,-0.100
S66x8/46-090,-3.750
S66x8/46-095,-4.210
S66x8/46-100,-4.240
S66x8/46-105,-4.050
S66x8/46-110,-3.730
S66x8/46-125,-2.630
S66x8/46-150,-1.190
S66x8/46-200,-0.290
S66x8/47-090,-1.640
S66x8/47-095,-2.580
S66x8/47-100,-2.870
S66x8/47-105,-2.820
S66x8/47-110,-2.600
S66x8/47-125,-1.770
S66x8/47-150,-0.830
S66x8/47-200,-0.220
S66x8/48-090,-2.530
S66x8/48-095,-3.310
S66x8/48-100,-3.530
S66x8/48-105,-3.450
S66x8/48-110,-3.220
S66x8/48-125,-2.290
S66x8/48-150,-1.180
S66x8/48-200,-0.370
S66x8/49-090,-2.090
S66x8/49-095,-3.040
S66x8/49-100,-3.320
S66x8/49-105,-3.260
S66x8/49-110,-3.020
S66x8/49-125,-2.100
S66x8/49-150,-1.050
S66x8/49-200,-0.330
S66x8/50-090,-1.870
S66x8/50-095,-2.650
S66x8/50-100,-2.860
S66x8/50-105,-2.790
S66x8/50-110,-2.580
S66x8/50-125,-1.790
S66x8/50-150,-0.890
S66x8/50-200,-0.270
S66x8/51-090,-1.210
S66x8/51-095,-1.470
S66x8/51-100,-1.520
S66x8/51-105,-1.460
S66x8/51-110,-1.350
S66x8/51-125,-0.930
S66x8/51-150,-0.460
S66x8/51-200,-0.140
S66x8/52-090,-3.970
S66x8/52-095,-4.580
S66x8/52-100,-4.700
S66x8/52-105,-4.550
S66x8/52-110,-4.250
S66x8/52-125,-3.130
S66x8/52-150,-1.700
S66x8/52-200,-0.550
S66x8/53-090,-3.790
S66x8/53-095,-4.270
S66x8/53-100,-4.360
S66x8/53-105,-4.230
S66x8/53-110,-3.970
S66x8/53-125,-2.970
S66x8/53-150,-1.650
S66x8/53-200,-0.480
S66x8/54-090,-2.800
S66x8/54-095,-3.210
S66x8/54-100,-3.270
S66x8/54-105,-3.130
S66x8/54-110,-2.900
S66x8/54-125,-2.100
S66x8/54-150,-1.160
S66x8/54-200,-0.420
S66x8/55-090,-3.450
S66x8/55-095,-4.050
S66x8/55-100,-4.190
S66x8/55-105,-4.070
S66x8/55-110,-3.800
S66x8/55-125,-2.800
S66x8/55-150,-1.530
S66x8/55-200,-0.520
S66x8/56-090,-2.510
S66x8/56-095,-3.090
S66x8/56-100,-3.230
S66x8/56-105,-3.120
S66x8/56-110,-2.860
S66x8/56-125,-1.950
S66x8/56-150,-0.940
S66x8/56-200,-0.260
S66x8/57-090,-3.750
S66x8/57-095,-4.960
S66x8/57-100,-5.280
S66x8/57-105,-5.140
S66x8/57-110,-4.780
S66x8/57-125,-3.410
S66x8/57-150,-1.800
S66x8/57-200,-0.620
S66x8/58-090,-2.800
S66x8/58-095,-3.820
S66x8/58-100,-4.150
S66x8/58-105,-3.890
S66x8/58-110,-3.450
S66x8/58-125,-2.180
S66x8/58-150,-1.010
S66x8/58-200,-0.280
S66x8/59-090,-2.520
S66x8/59-095,-2.800
S66x8/59-100,-2.850
S66x8/59-105,-2.760
S66x8/59-110,-2.600
S66x8/59-125,-1.980
